AuthorId,RecipeId,Like
2002255934C,137260,0
2002255934C,135350,0
2002255934C,103967,0
2002255934C,163724,0
2002255934C,53767,0
2002255934C,149763,0
2002255934C,72770,0
2002255934C,146843,0
2002255934C,117153,0
2002255984B,95796,1
2002256075B,60119,0
2002256113C,339905,0
2002256113C,457964,0
2002256807B,204284,0
2002256908C,83187,0
2002257072B,198087,0
2002257072B,272020,0
2002257072B,83625,0
2002257224C,80157,0
2002257224C,36023,0
2002257332A,37299,0
2002257491C,63283,0
2002257613E,289469,0
2002257716D,375775,0
2002257730E,158372,0
2002257781E,281881,0
2002258109B,53394,0
2002258109B,80647,1
2002258114E,37336,1
2002258326B,71485,1
2002258353D,16376,0
2002258426B,28659,0
2002258452E,349246,0
2002258652D,65429,0
2002258652D,49815,0
2002258769E,319121,0
2002259234B,402541,0
2002259323B,108925,0
2002259496E,25690,0
2002259688C,3842,0
2002259803B,381309,0
2002259803B,146558,0
2002259803B,3570,0
2002259910D,34205,1
2002260118A,148001,0
2002260191C,109233,1
2002260304E,483231,1
2002260349E,313801,0
2002260349E,433429,0
2002260927D,87782,0
2002261025D,7025,0
2002261275A,186793,0
2002261275A,38371,0
2002261275A,86897,1
2002261394C,246602,1
2002261499B,208583,0
2002261506B,50847,0
2002261506B,359814,0
2002261857A,63786,0
2002262087E,62343,0
2002262088A,41590,0
2002262166B,200044,1
2002262211E,276879,0
2002262244B,131365,1
2002262574B,314726,1
2002262604A,222519,0
2002262656D,2496,0
2002262656D,82697,0
2002262656D,57287,0
2002262656D,35805,0
2002262656D,107760,0
2002262656D,40203,1
2002262938C,73440,0
2002263283C,177481,0
2002263283C,53046,0
2002263283C,15051,1
2002263418D,13012,0
2002263418D,28152,0
2002263418D,33510,0
2002263418D,93,0
2002263657E,252224,0
2002263719A,16888,0
2002263719A,150736,0
2002263719A,39383,1
2002263719A,142434,1
2002263719A,21768,1
2002263724C,104360,0
2002263935C,66663,0
2002264488B,25190,0
2002264634E,169666,0
2002264769B,388552,0
2002265401B,140618,0
2002265461E,195002,0
2002265582D,114392,0
2002265736A,112965,0
2002265883D,169479,0
2002265883D,170074,0
2002265883D,287338,0
2002265883D,9160,0
2002265883D,1387,1
2002265883D,11194,1
2002265883D,66058,1
2002265983A,88204,0
2002266190A,141308,0
2002266216E,99156,0
2002266257D,265556,1
2002266343B,231736,0
2002266343B,229115,0
2002266343B,235329,0
2002266343B,428522,0
2002266343B,303247,0
2002266343B,424613,1
2002266343B,44422,1
2002266568C,86057,0
2002267027E,65328,0
2002267027E,98439,0
2002267027E,84397,0
2002267027E,133666,1
2002267385A,280351,0
2002267591C,83594,0
2002267607D,17045,0
2002267607D,11076,0
2002267621A,96446,1
2002267626B,5049,0
2002267626B,99966,0
2002267681E,65341,0
2002267737E,32944,1
2002268286A,182163,0
2002268360C,118072,1
2002268659E,180683,0
2002269379D,147496,0
2002269520A,185929,0
2002269755A,152531,0
2002269955B,128952,0
2002269955B,211485,0
2002269955B,129598,0
2002269955B,384800,1
2002270036B,69826,0
2002270046E,128679,1
2002270046E,89204,1
2002270196B,185289,0
2002270304E,131176,0
2002270341A,359390,0
2002270564A,161919,1
2002270608C,23218,0
2002270671C,124372,0
2002270819A,14301,0
2002270819A,52697,0
2002270819A,54350,0
2002270819A,50925,0
2002270819A,73057,1
2002271105B,195593,0
2002271216A,9023,0
2002271276A,35722,0
2002271833D,35659,0
2002272008A,293602,0
2002272054A,52488,0
2002272054A,9795,0
2002272054A,117317,0
2002272054A,78953,0
2002272069C,92095,0
2002272104A,123983,1
2002272147D,15348,0
2002272177D,97327,0
2002272463C,15580,0
2002272463C,280078,0
2002272463C,13549,0
2002272811B,129926,0
2002273587B,107235,0
2002273616B,30787,0
2002273616B,166789,0
2002273709B,146427,0
2002273835B,63499,0
2002273903B,116358,0
2002273903B,116404,0
2002273977A,85629,0
2002274689D,10146,0
2002274689D,126538,0
2002274792C,13126,0
2002275301E,8806,0
2002275301E,12313,0
2002275301E,227,0
2002275301E,2130,0
2002275301E,12888,0
2002275301E,8873,0
2002275301E,12079,0
2002275301E,8867,0
2002275381E,31817,0
2002275402B,63071,0
2002275481C,119804,1
2002275641C,104700,0
2002275655B,315361,1
2002275657C,107281,0
2002275808D,137322,0
2002276306E,16859,0
2002276306E,97702,0
2002276319E,30081,0
2002276319E,289923,0
2002276319E,60652,0
2002276319E,136923,0
2002276319E,289604,0
2002276319E,85776,0
2002276319E,17882,0
2002276319E,142755,0
2002276319E,128394,0
2002276319E,102694,0
2002276319E,172888,0
2002276319E,110759,0
2002276319E,174692,0
2002276319E,15003,0
2002276319E,91512,0
2002276319E,114565,0
2002276319E,9447,0
2002276319E,28214,0
2002276319E,17990,0
2002276319E,91725,0
2002276624D,479420,0
2002276624D,176739,0
2002276624D,185412,0
2002276624D,144970,0
2002276624D,282387,0
2002276624D,378853,0
2002276624D,339027,0
2002276624D,115781,0
2002276624D,60085,0
2002276624D,45703,0
2002276624D,456970,0
2002276624D,43068,0
2002276624D,417823,0
2002276624D,55673,0
2002276624D,352778,0
2002276624D,27144,0
2002276624D,71485,0
2002276624D,25094,0
2002276624D,274478,0
2002276624D,330437,0
2002276624D,229380,0
2002276624D,501173,0
2002276624D,97356,0
2002276624D,505688,0
2002276624D,504632,0
2002276624D,56694,0
2002276624D,328487,0
2002276624D,29484,0
2002276624D,403180,0
2002276624D,34768,0
2002276624D,501164,0
2002276624D,508236,0
2002276624D,378875,0
2002276624D,281646,0
2002276624D,403176,0
2002276687A,29757,0
2002276767C,12902,0
2002277678A,37064,0
2002277678A,285297,0
2002277678A,17000,0
2002277678A,155245,0
2002277678A,119316,1
2002277748C,143736,0
2002277764E,283315,0
2002277820E,421745,0
2002278099A,17795,0
2002278099A,76453,0
2002278099A,14388,0
2002278099A,9327,0
2002278099A,18741,0
2002278354A,71373,0
2002278354A,22479,0
2002278784B,69173,0
2002279317E,44978,0
2002279646D,109685,0
2002279646D,123522,0
2002280562C,73054,0
2002281055E,50401,0
2002281263C,52892,0
2002281263C,109700,0
2002281603E,4627,0
2002281765B,109295,1
2002281891E,21551,0
2002281891E,153412,0
2002281891E,113998,0
2002281891E,31901,0
2002282203D,71732,0
2002282414C,28559,0
2002282437B,131018,0
2002282561A,233633,0
2002282838D,254206,0
2002283466A,11028,0
2002283679C,42549,0
2002283687C,70165,0
2002284005E,109372,0
2002284072C,325498,0
2002284072C,440543,0
2002284147A,31287,0
2002284364D,252449,1
2002284628C,135162,0
2002284628C,37931,1
2002284890A,9965,0
2002285344C,376565,0
2002285344C,71222,0
2002285344C,370992,0
2002285344C,314560,1
2002285344C,199160,1
2002285344C,388535,1
2002285409D,67941,0
2002285409D,10794,0
2002285690B,213535,0
2002285716C,72963,0
2002285889B,300987,0
2002286292B,344577,0
2002286311C,116173,0
2002286833B,420398,0
2002286997D,375150,1
2002287166E,19710,1
2002287311D,115849,0
2002287318D,333671,0
2002287318D,34451,1
2002287430C,52830,0
2002287430C,809,0
2002287430C,29385,1
2002287430C,28519,1
2002287846A,3470,0
2002288324D,88420,0
2002288324D,68955,0
2002288324D,29842,0
2002288324D,21617,0
2002288324D,77854,0
2002288324D,242267,0
2002288324D,295737,0
2002288324D,10406,0
2002288324D,248743,0
2002288324D,127084,0
2002288324D,78476,0
2002288324D,43160,0
2002288324D,35252,0
2002288324D,163850,0
2002288324D,312992,0
2002288324D,185917,0
2002288324D,96143,0
2002288324D,257172,0
2002288324D,99930,0
2002288324D,169813,0
2002288324D,179358,0
2002288324D,117756,0
2002288324D,3470,1
2002288324D,66596,1
2002288324D,152772,1
2002288324D,105670,1
2002288324D,129323,1
2002288324D,179881,1
2002288324D,307541,1
2002288324D,108455,1
2002288398D,64300,0
2002288904A,22782,0
2002288904A,89204,0
2002288904A,80960,0
2002288914C,162337,0
2002289209D,338863,1
2002289387C,497021,0
2002289421E,24139,0
2002289451A,215600,0
2002289451A,494235,0
2002289451A,40340,0
2002289451A,459810,0
2002289451A,192282,0
2002289451A,28814,0
2002289451A,38748,0
2002289451A,46665,0
2002289451A,84030,0
2002289451A,170480,0
2002289451A,123665,0
2002289451A,206045,0
2002289451A,120351,0
2002289460C,87925,0
2002289460C,373327,1
2002289556E,15242,0
2002289838E,29199,0
2002290186B,31856,0
2002290376B,107570,0
2002290376B,25653,0
2002291373D,280292,0
2002291414B,111671,0
2002291790A,32503,0
2002292090C,47099,0
2002292109C,143344,0
2002292140B,37479,0
2002292140B,78764,0
2002292140B,257007,0
2002292140B,83123,0
2002292219A,20408,0
2002292577A,4405,0
2002292708B,19090,0
2002292716A,386970,0
2002292730A,72151,0
2002293520B,26110,0
2002293650E,303740,0
2002293711C,32378,0
2002293984C,150863,0
2002293997A,238938,0
2002294485B,36441,0
2002294638B,376472,0
2002295151B,187584,0
2002295516C,10744,0
2002295965E,14453,0
2002295984E,106334,0
2002296067C,33944,0
2002296353D,47077,0
2002296353D,116851,0
2002296535C,201403,0
2002296669E,255227,0
2002296812D,263983,0
2002296822A,227030,1
2002296862C,9836,0
2002296873E,150783,0
2002296987D,256143,0
2002297019D,18888,0
2002297019D,24612,0
2002297406B,28468,0
2002297725D,100645,0
2002298125D,249398,0
2002298228E,55977,0
2002298311B,10268,0
2002298311B,259393,0
2002298475C,132713,0
2002298570B,87482,0
2002298711E,21363,0
2002299106C,361844,1
2002299896D,151143,0
2002299896D,143832,0
2002300022E,114907,1
2002300360E,17681,0
2002300360E,29444,0
2002300360E,28860,1
2002300441B,61712,0
2002300441B,36571,1
2002300629C,408658,0
2002300708C,191649,1
2002300709E,21859,0
2002301009B,26257,1
2002301119E,103679,0
2002301119E,92882,0
2002301119E,31037,0
2002301119E,89204,0
2002301119E,29767,0
2002301174C,217465,0
2002301367C,455732,0
2002301537A,403593,0
2002301591D,11020,0
2002301591D,17351,1
2002302064E,246755,0
2002303474D,294795,0
2002303518A,5368,0
2002303521B,101698,0
2002303787B,369328,0
2002303979D,13481,0
2002304088C,290817,0
2002304088C,60056,0
2002304088C,112649,0
2002304397C,180506,1
2002304411A,154715,0
2002304411A,91948,0
2002304494B,37328,0
2002304782C,425985,0
2002305254C,412884,1
2002305597D,254792,0
2002305597D,255820,0
2002305789D,57642,0
2002305824A,35450,0
2002306126B,25443,0
2002306126B,23585,0
2002306126B,19279,0
2002306126B,63553,0
2002306126B,8803,0
2002306126B,15216,0
2002306126B,135223,1
2002306126B,17865,1
2002306126B,128735,1
2002306133E,155458,0
2002306157A,50719,0
2002306403E,114392,0
2002306551C,59894,0
2002306551C,344870,0
2002307002E,68280,0
2002307099D,33320,0
2002307113E,234958,0
2002307113E,33752,0
2002307199B,33163,1
2002307326A,249765,0
2002307457D,111514,0
2002307795E,26043,0
2002307795E,116610,0
2002307795E,111922,0
2002307795E,60795,0
2002307795E,61830,0
2002307795E,109607,0
2002307795E,87704,0
2002307795E,104910,0
2002307795E,28662,0
2002307795E,4957,0
2002307795E,315349,0
2002307795E,193635,0
2002307795E,108980,0
2002307795E,387834,0
2002307795E,110546,1
2002307795E,269020,1
2002307795E,447387,1
2002307986E,325108,0
2002308118B,45809,0
2002308118B,215843,0
2002308118B,49387,0
2002308118B,28148,0
2002308118B,2496,0
2002308158A,2886,0
2002308957D,337714,1
2002308957D,239730,1
2002309011C,151621,0
2002309069C,38641,0
2002309069C,76930,0
2002309069C,45940,0
2002309069C,59894,0
2002309069C,125418,0
2002309383E,56433,1
2002309406A,181812,0
2002309511E,128952,0
2002309524B,142563,0
2002309738C,78707,0
2002309738C,42169,0
2002309738C,102194,0
2002309738C,103031,0
2002309738C,111898,0
2002309738C,43635,0
2002309738C,123745,0
2002309909B,285185,1
2002310302D,149354,0
2002310302D,169487,0
2002310302D,175680,0
2002310788C,15286,0
2002310788C,20155,0
2002311173D,214097,0
2002311257E,200798,0
2002311257E,209986,0
2002311257E,11595,1
2002311257E,39681,1
2002311257E,123718,1
2002311540A,72826,1
2002311939B,57289,0
2002312220A,11799,0
2002312290E,141983,1
2002312928E,102139,0
2002312928E,65201,0
2002312928E,309594,0
2002312928E,61275,0
2002312928E,293206,1
2002312928E,59533,1
2002313054E,88489,0
2002313149E,16716,0
2002313717A,155485,0
2002313717A,2982,0
2002313717A,26337,0
2002313717A,263672,0
2002313957B,139664,0
2002314081D,48241,0
2002314081D,20431,0
2002314200C,385730,0
2002314247D,338902,1
2002314270C,192784,0
2002314407B,62202,0
2002314431C,94128,1
2002314551A,102601,0
2002314637A,81666,0
2002314968C,210757,1
2002315303A,287950,1
2002315446B,23019,0
2002315446B,32306,0
2002315446B,27208,0
2002315446B,67186,0
2002315582D,257969,0
2002315902B,78194,0
2002316192D,32134,0
2002316192D,342026,0
2002316192D,108167,0
2002316233D,126000,0
2002316233D,175366,0
2002316233D,48757,0
2002316233D,13285,0
2002316233D,28341,0
2002316467E,122683,1
2002316653D,167444,0
2002316653D,25625,0
2002316653D,218167,0
2002316653D,46486,0
2002316653D,189144,1
2002316653D,55560,1
2002317250D,21892,0
2002317439A,22360,0
2002317562A,153,0
2002317848D,3954,0
2002317986A,225472,0
2002317989C,58813,0
2002318012D,83123,0
2002318012D,183399,0
2002318012D,17251,0
2002319140E,228798,0
2002319140E,58001,0
2002319140E,103969,1
2002319718D,155065,0
2002319791C,137419,0
2002319886E,71029,0
2002319886E,152903,0
2002319904E,399231,0
2002320549D,37241,0
2002321070A,38298,0
2002321853A,309722,0
2002321889D,3169,0
2002321889D,6957,0
2002321889D,19345,0
2002322859C,41156,0
2002323970C,135822,1
2002324673D,173632,0
2002325874E,496767,0
2002325874E,494671,1
2002326191B,34465,0
2002326425A,15276,0
2002326425A,391209,1
2002326554B,90807,1
2002328034C,96514,0
2002328730A,486641,0
2002328996B,69360,0
2002328996B,148447,0
2002328996B,37638,0
2002328996B,181476,0
2002328996B,56686,0
2002328996B,119178,0
2002328996B,96117,0
2002329053D,31717,0
2002329053D,28148,0
2002329075C,23520,0
2002329075C,22852,0
2002329298B,17805,0
2002329298B,367866,0
2002329298B,28677,1
2002329476E,43023,0
2002329476E,2496,0
2002330280B,104307,1
2002331269E,15340,0
2002331602A,157032,0
2002331602A,14966,0
2002331602A,79082,1
2002331796A,105580,0
2002332168C,6567,0
2002332826B,30381,0
2002334148E,277484,0
2002334744C,69730,0
2002335352E,380747,0
2002337783C,497261,0
2002337831D,58189,0
2002337831D,87282,0
2002337831D,95086,0
2002337831D,73922,0
2002339287E,11135,0
2002339287E,113149,0
2002339287E,65949,0
2002339287E,30965,0
2002339287E,238322,0
2002339287E,12244,0
2002339287E,11107,0
2002339287E,16892,0
2002339287E,48494,0
2002339843D,32614,0
2002339855B,128852,0
2002340483D,38783,0
2002340605A,115565,0
2002341021D,39393,0
2002341077E,262073,0
2002341559E,18185,0
2002342240C,383186,0
2002342261A,390805,1
2002342586D,4284,0
2002342586D,79104,0
2002342586D,117281,0
2002343224C,56530,0
2002344419A,112304,0
2002344739C,293243,0
2002344897D,135863,0
2002344910E,348168,0
2002345473A,50719,0
2002345779A,18501,0
2002345779A,40416,0
2002345779A,47525,0
2002345779A,58038,0
2002345779A,31349,0
2002345779A,42476,0
2002345779A,56593,0
2002346175C,30951,0
2002346175C,116536,0
2002346175C,57379,0
2002346175C,407310,0
2002346175C,51830,0
2002346175C,79606,0
2002346175C,5031,0
2002346175C,84273,0
2002346175C,27841,0
2002346175C,42419,0
2002346175C,117645,0
2002346175C,39153,0
2002346175C,264474,0
2002346175C,32579,0
2002346175C,86052,0
2002346175C,278735,0
2002346175C,185342,0
2002346175C,19623,0
2002346175C,66488,0
2002346175C,4627,0
2002346175C,41173,0
2002346175C,199150,0
2002346175C,67921,0
2002346175C,32614,0
2002346175C,18762,0
2002346175C,11516,0
2002346175C,8701,0
2002346175C,217969,0
2002346175C,32745,0
2002346175C,33914,0
2002346175C,49909,0
2002346175C,18061,0
2002346175C,66990,0
2002346175C,15062,0
2002346175C,8739,0
2002346175C,12019,0
2002346175C,79108,0
2002346175C,41992,0
2002346175C,131916,0
2002346175C,67470,0
2002346175C,148225,0
2002346175C,69214,0
2002346175C,100474,0
2002346175C,45246,0
2002346175C,134053,0
2002346175C,71503,0
2002346175C,85692,1
2002346175C,88350,1
2002346175C,141385,1
2002346175C,71485,1
2002346175C,46078,1
2002346183A,76930,0
2002346183A,122051,0
2002346379A,97662,0
2002346509B,49414,1
2002347786A,43509,0
2002347786A,49387,0
2002347863D,326661,0
2002347863D,184497,0
2002347863D,92717,1
2002347863D,69709,1
2002348219D,107786,0
2002348634C,166343,0
2002348680B,29807,0
2002348686D,159827,0
2002348686D,341947,0
2002348686D,104414,0
2002348686D,144071,0
2002348686D,189335,0
2002348686D,251407,0
2002348686D,102161,0
2002348686D,150941,0
2002348686D,307397,0
2002348686D,163935,0
2002348686D,216577,0
2002348686D,185224,0
2002348686D,161799,0
2002348686D,187055,0
2002348686D,76080,0
2002348686D,11604,0
2002348686D,219202,0
2002348686D,200910,0
2002348686D,360217,0
2002348686D,441105,0
2002348686D,169567,0
2002348686D,102310,0
2002348686D,140711,0
2002348686D,224854,0
2002348686D,165379,0
2002348686D,169787,0
2002348686D,203725,0
2002348686D,307019,0
2002348686D,417705,0
2002348686D,64717,0
2002348686D,25265,0
2002348686D,117650,0
2002348686D,436248,0
2002348686D,342460,0
2002348686D,101637,0
2002348686D,114395,0
2002348686D,254529,0
2002348686D,223034,0
2002348686D,42351,0
2002348686D,25506,0
2002348686D,145831,0
2002348686D,35224,0
2002348686D,111223,0
2002348686D,51483,0
2002348686D,61651,0
2002348686D,121214,0
2002348686D,29692,0
2002348686D,15416,0
2002348686D,83712,0
2002348686D,489465,0
2002348686D,323155,0
2002348686D,259897,0
2002348686D,223105,0
2002348686D,89458,0
2002348686D,148403,0
2002348686D,86336,0
2002348686D,144963,0
2002348686D,97139,0
2002348686D,3579,1
2002348686D,247700,1
2002348686D,141329,1
2002348686D,240781,1
2002348686D,10794,1
2002349307E,41789,0
2002349307E,32817,0
2002349307E,13181,0
2002349307E,27447,0
2002349307E,21224,0
2002349307E,30516,0
2002349307E,9351,1
2002349307E,66596,1
2002350307D,8972,0
2002350307D,33719,0
2002350307D,47172,1
2002350546D,395835,0
2002350639D,391499,0
2002350639D,179050,0
2002351023B,235347,0
2002351205D,35849,0
2002351205D,346364,0
2002352362C,156900,0
2002352437C,7303,0
2002352628C,264011,0
2002353868B,110855,0
2002354028A,85485,0
2002354028A,84721,0
2002354028A,95222,0
2002354028A,41426,0
2002354129A,231224,0
2002354477B,24253,0
2002354477B,122193,0
2002355224B,336213,0
2002355997A,232940,0
2002356640D,124253,1
2002356833A,335304,0
2002357020E,92095,0
2002357394E,122143,0
2002357771D,10367,0
2002359100C,8634,0
2002359115A,102665,0
2002359115A,105682,0
2002359115A,44410,0
2002359115A,45809,0
2002359115A,25343,0
2002359115A,161522,0
2002359115A,45187,0
2002359115A,214991,0
2002359115A,45557,0
2002359115A,188761,0
2002359115A,335065,0
2002359115A,49534,0
2002359115A,18816,0
2002359115A,104920,0
2002359115A,63746,1
2002359250B,26378,0
2002359381D,411314,1
2002359523A,81996,0
2002359523A,21363,0
2002359523A,23923,0
2002360217C,190525,0
2002360366E,15577,0
2002360366E,387311,0
2002360366E,58823,0
2002360366E,132546,0
2002360366E,136910,0
2002360366E,107190,0
2002360366E,100039,0
2002360366E,28287,0
2002360366E,47640,0
2002360366E,311776,0
2002360756B,162467,0
2002360955D,81775,0
2002361583A,344389,0
2002361851D,72308,0
2002361851D,367779,0
2002361851D,203028,0
2002361851D,158540,0
2002361851D,300178,0
2002361851D,93777,0
2002361851D,78814,0
2002361851D,273296,0
2002361851D,232636,0
2002361851D,138703,0
2002361851D,336756,0
2002361851D,52488,0
2002361851D,19135,0
2002361851D,36797,0
2002361851D,18942,0
2002361851D,80482,0
2002361851D,49088,0
2002361851D,366872,0
2002361851D,31694,0
2002361851D,42456,0
2002361851D,222804,0
2002361851D,356038,0
2002361851D,142045,0
2002361851D,14684,0
2002361851D,176478,0
2002361851D,41596,0
2002361851D,46292,1
2002362260D,425997,0
2002362510A,66152,0
2002362510A,73361,1
2002362616C,42388,0
2002363330A,110519,0
2002363353A,11266,1
2002364331D,70448,0
2002364557E,6675,0
2002364935C,167678,0
2002365423B,79840,0
2002365423B,143735,0
2002365423B,156330,0
2002365423B,224624,1
2002365467A,394881,0
2002365800D,70683,0
2002366072B,355762,1
2002366294C,45809,0
2002366411E,213664,0
2002366476D,240794,0
2002366476D,452700,0
2002366476D,314388,0
2002366476D,131090,1
2002366476D,106499,1
2002368159E,14105,0
2002368255D,174497,0
2002368255D,115175,0
2002368255D,155616,0
2002368255D,128679,0
2002368255D,178137,0
2002368255D,184924,0
2002368255D,48760,0
2002368412A,182629,0
2002368412A,222985,0
2002368412A,188037,0
2002368779B,105462,0
2002368940E,303519,0
2002368940E,188094,0
2002368940E,75971,0
2002370192C,287930,0
2002370192C,130488,0
2002370708D,372243,0
2002371445B,255914,0
2002371445B,134270,1
2002371598A,79064,0
2002371978C,79116,0
2002372110B,126996,0
2002372110B,33432,0
2002372752B,45562,0
2002372752B,300352,0
2002372752B,254771,0
2002372752B,378753,1
2002372752B,124687,1
2002372918E,9936,0
2002372918E,68481,0
2002372918E,26110,0
2002373273E,91797,0
2002375093E,55111,0
2002375426D,6653,0
2002376614A,46112,0
2002376640D,240515,1
2002376895D,274415,0
2002376895D,87259,0
2002376895D,8162,0
2002376895D,10833,0
2002376895D,227213,0
2002376905E,169081,0
2002377172C,52150,0
2002377378A,90841,0
2002377629E,11595,1
2002377796D,517701,0
2002377827E,174072,0
2002377827E,28768,0
2002377827E,170240,0
2002377827E,179691,0
2002378143D,41755,0
2002378143D,190752,0
2002378476D,45530,0
2002378476D,93996,0
2002378476D,64138,0
2002378893C,183057,0
2002378950D,29478,0
2002378950D,364256,0
2002379285E,33869,0
2002379285E,15210,1
2002379703E,24622,0
2002380342A,133511,1
2002380381B,298873,0
2002380751D,447472,0
2002380814C,45000,0
2002381016B,85043,0
2002381020A,178370,0
2002382311D,70617,0
2002382311D,38569,0
2002382488A,85350,0
2002383379D,97098,1
2002383517E,420398,0
2002384044C,105424,1
2002384186D,499001,0
2002384488D,23225,0
2002384663E,183525,0
2002384896C,202543,0
2002385490D,72861,0
2002385507E,119775,0
2002385515D,9232,0
2002385577C,456,0
2002385577C,48782,0
2002386107B,202461,0
2002386174D,159987,0
2002387717E,137631,1
2002388299E,36532,0
2002388393E,52690,0
2002388393E,42532,0
2002388393E,73166,0
2002388393E,89987,0
2002388393E,72815,0
2002388393E,108925,0
2002388393E,116418,0
2002388393E,73866,0
2002388495B,79029,0
2002389122D,36783,0
2002389934B,27733,0
2002389934B,52045,0
2002390329B,167821,0
2002390720E,20755,0
2002390782C,24986,0
2002390998A,312992,0
2002391240B,19613,0
2002391242B,21387,1
2002391596A,393831,1
2002392190C,52488,0
2002392323B,86623,0
2002392549B,304604,0
2002392549B,15242,0
2002392549B,65409,0
2002392549B,358910,0
2002392549B,343901,0
2002392549B,213259,0
2002392549B,44337,0
2002392549B,70216,0
2002392549B,57059,0
2002392549B,5063,0
2002392549B,28976,0
2002392549B,45691,0
2002392549B,98724,0
2002392549B,274926,0
2002392549B,157578,0
2002392549B,2642,0
2002392549B,264191,0
2002392549B,267526,0
2002392549B,8701,0
2002392549B,83149,0
2002392549B,12436,0
2002392549B,38065,0
2002392992E,368348,0
2002392992E,296965,0
2002393934D,302922,0
2002393934D,186848,0
2002393989B,116272,0
2002393989B,140270,0
2002394125D,249168,0
2002394541A,15654,0
2002395427C,190951,0
2002395427C,22176,0
2002395732E,182117,0
2002395732E,50338,0
2002396A,44468,0
2002397219B,303642,0
2002397278C,37003,0
2002397278C,68564,0
2002397278C,9989,0
2002397278C,26845,0
2002397278C,51524,0
2002397397A,25849,0
2002397412C,213849,0
2002397412C,13847,0
2002397715D,43118,0
2002397715D,91781,0
2002397715D,192047,0
2002397715D,36685,0
2002397715D,36200,0
2002397715D,52362,0
2002397715D,34606,0
2002397715D,162983,0
2002397715D,38783,0
2002397715D,31062,0
2002397715D,77124,0
2002398204E,67811,0
2002398204E,123589,0
2002398204E,45527,1
2002398204E,216394,1
2002398297D,34042,1
2002398605B,8701,0
2002398902B,514965,0
2002399389D,6657,0
2002399410D,99023,0
2002399410D,78824,0
2002399410D,11722,1
2002399410D,141522,1
2002399420A,800,0
2002399564A,205015,0
2002399564A,23261,0
2002399564A,37394,0
2002399564A,131919,0
2002399564A,129439,0
2002399564A,199953,0
2002399564A,31809,0
2002399564A,37801,0
2002399564A,27874,0
2002399564A,56366,0
2002399564A,36854,0
2002399564A,96347,0
2002399564A,54266,0
2002399564A,149844,0
2002399564A,9240,0
2002399564A,13108,0
2002399564A,81217,0
2002399839A,135350,0
2002400214D,339453,0
2002400340B,199919,0
2002400462E,128543,0
2002400806A,122380,0
2002400823C,131701,0
2002402020E,114626,0
2002402020E,107883,0
2002402527C,229376,0
2002402527C,413122,0
2002402632E,92095,0
2002402743B,115609,0
2002402743B,125555,0
2002403009D,349246,0
2002403422C,210412,0
2002403635D,25885,0
2002403864E,66799,1
2002404086E,24072,0
2002405152A,128503,0
2002405937A,16037,0
2002406152D,452144,0
2002406330A,58993,0
2002406864E,56546,0
2002407207B,146043,0
2002407339B,82297,0
2002407397D,212492,0
2002408548C,267501,0
2002409222A,67781,0
2002409266D,52272,0
2002409266D,44133,0
2002409266D,203961,0
2002409266D,48398,0
2002409266D,84348,0
2002409275B,446331,0
2002410095C,124460,0
2002410479A,93840,1
2002411426D,4050,0
2002411426D,359230,0
2002411426D,13729,0
2002411426D,69850,0
2002411426D,111520,0
2002411426D,123820,0
2002411426D,147782,0
2002411426D,150781,0
2002411426D,38782,0
2002411426D,89594,0
2002411426D,26526,0
2002411426D,134828,0
2002411426D,221369,0
2002411426D,235385,0
2002411426D,179657,0
2002411426D,131044,0
2002411426D,91961,0
2002411426D,124231,0
2002411426D,12360,0
2002411426D,120159,0
2002411426D,115292,0
2002411426D,142542,0
2002411426D,64671,0
2002411426D,108980,0
2002411426D,175773,0
2002411426D,170831,1
2002411426D,95915,1
2002411426D,166779,1
2002411426D,172775,1
2002411432D,292513,0
2002411633B,107900,0
2002412200D,268854,0
2002412236D,107652,0
2002412236D,141472,0
2002412536C,61714,0
2002412891E,53708,0
2002412913B,17767,0
2002413036C,21329,1
2002413056B,400884,0
2002413336A,31750,0
2002413450B,48145,0
2002413450B,51329,0
2002413575E,119096,0
2002414175A,17483,0
2002414735A,115153,0
2002414735A,40923,0
2002414735A,91270,0
2002415053B,39105,0
2002415281A,28956,0
2002415437A,47935,0
2002415975D,50089,1
2002416436E,61627,0
2002416625D,17386,0
2002416625D,28301,0
2002417212E,30424,0
2002417297B,128885,0
2002417886E,181497,0
2002417886E,80227,1
2002418121B,20184,0
2002418522E,94421,0
2002418689A,213789,0
2002418865E,21363,0
2002419413D,177919,0
2002419524C,241659,0
2002419912E,225802,0
2002420398E,220316,0
2002420398E,377419,0
2002420722C,69850,0
2002421028B,330280,0
2002421169C,76384,0
2002421424C,124898,0
2002422320E,68908,1
2002422582A,3954,0
2002422804D,18682,0
2002422937A,351748,0
2002422997C,161502,0
2002422997C,276773,1
2002423133E,203062,0
2002423293C,157239,0
2002423655D,57065,0
2002423817E,109891,0
2002423817E,43026,0
2002424130B,241877,1
2002424200B,118960,0
2002424331B,215370,0
2002424622C,74048,0
2002424622C,117774,0
2002424622C,497371,0
2002424622C,26291,0
2002424622C,21881,0
2002424622C,392409,0
2002424622C,341831,0
2002424622C,410256,0
2002424622C,64196,0
2002424622C,50847,0
2002424622C,13612,0
2002424622C,318998,0
2002424622C,248546,0
2002424622C,398722,0
2002424622C,107889,0
2002424622C,323581,0
2002424622C,305052,0
2002424622C,445250,0
